time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-05-03T07:47:57.078Z,59.8574,-136.8384,0.1,1.8,ml,,,,0.83,ak,ak15885830,2017-05-03T08:05:27.520Z,"96km WNW of Skagway, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-03T07:44:41.670Z,35.9483333,-117.6541667,2.78,0.46,ml,10,54,0.003103,0.16,ci,ci37638695,2017-05-03T07:48:21.559Z,"30km NW of Searles Valley, California",earthquake,0.35,0.21,0.171,6,automatic,ci,ci
2017-05-03T07:42:00.890Z,40.1208333,-108.8351667,6.78,3.29,ml,17,88,0.4553,0.22,uu,uu60195627,2017-05-03T15:55:16.825Z,"4km NW of Rangely, Colorado",earthquake,0.56,1.52,0.278,20,reviewed,uu,uu
2017-05-03T07:34:09.522Z,59.7825,-136.6929,0,3.5,ml,,,,0.76,ak,ak15884837,2017-05-03T07:45:49.258Z,"85km WNW of Skagway, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-03T07:31:20.393Z,59.7261,-136.5294,8,3.8,ml,,,,0.91,ak,ak15884825,2017-05-03T07:41:29.187Z,"74km WNW of Skagway, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-05-03T07:28:32.510Z,19.2275009,-155.414505,34.1,2.54,ml,60,136,0.0189,0.17,hv,hv61728236,2017-05-03T07:38:30.008Z,"7km ENE of Pahala, Hawaii",earthquake,0.45,0.6,0.6,12,automatic,hv,hv
2017-05-03T07:22:37.010Z,33.4256667,-116.6085,7.49,0.46,ml,21,94,0.06905,0.1,ci,ci37638687,2017-05-03T16:52:14.935Z,"15km SSE of Anza, California",earthquake,0.23,0.47,0.177,15,reviewed,ci,ci
2017-05-03T07:09:56.350Z,34.4743333,-119.216,14.43,2.19,ml,45,39,0.06023,0.37,ci,ci37638679,2017-05-03T07:21:15.860Z,"3km NE of Ojai, California",earthquake,0.51,1,0.137,27,automatic,ci,ci
2017-05-03T07:04:44.190Z,38.8428345,-122.8249969,1.62,0.45,md,6,99,0.009224,0.01,nc,nc72796185,2017-05-03T07:11:03.374Z,"9km WNW of Cobb, California",earthquake,0.58,0.73,0.14,2,automatic,nc,nc
2017-05-03T07:02:11.847Z,59.8159,-136.818,0,2.6,ml,,,,0.66,ak,ak15884820,2017-05-03T07:14:55.784Z,"93km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-03T07:00:36.230Z,38.7895012,-122.7795029,2.31,0.93,md,14,132,0.007532,0.02,nc,nc72796180,2017-05-03T07:07:02.380Z,"2km NW of The Geysers, California",earthquake,0.3,0.54,0.12,5,automatic,nc,nc
2017-05-03T06:48:53.322Z,40.035,-119.6841,18.6,0.3,ml,4,225.46,0.141,0.1382,nn,nn00587855,2017-05-03T18:31:31.775Z,"42km N of Spanish Springs, Nevada",earthquake,,3.4,0,1,reviewed,nn,nn
2017-05-03T06:37:33.970Z,36.6703339,-121.2948303,4.1,1.88,md,17,75,0.06139,0.02,nc,nc72796175,2017-05-03T08:34:02.796Z,"16km SSE of Ridgemark, California",earthquake,0.22,0.9,0.19,16,automatic,nc,nc
2017-05-03T06:34:28.561Z,59.884,-136.7203,1.3,2.3,ml,,,,0.57,ak,ak15883858,2017-05-03T06:40:48.313Z,"92km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-03T06:29:04.440Z,33.3436667,-116.3165,11.76,0.56,ml,12,205,0.113,0.18,ci,ci37638671,2017-05-03T16:52:32.485Z,"11km NNE of Borrego Springs, California",earthquake,0.6,1.19,0.168,13,reviewed,ci,ci
2017-05-03T06:27:33.170Z,34.1006667,-117.0361667,8.49,0.77,ml,26,64,0.05181,0.12,ci,ci37638663,2017-05-03T16:52:52.271Z,"7km N of Yucaipa, California",earthquake,0.25,0.49,0.096,18,reviewed,ci,ci
2017-05-03T06:25:35.460Z,33.739,-117.5476667,7.2,0.81,ml,14,97,0.07595,0.19,ci,ci37638647,2017-05-03T06:29:18.900Z,"9km NNE of Trabuco Canyon, California",earthquake,0.36,0.85,0.26,8,automatic,ci,ci
2017-05-03T06:17:57.746Z,59.7766,-136.6944,0,2.1,ml,,,,0.69,ak,ak15883847,2017-05-03T06:24:26.307Z,"85km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-03T06:10:59.418Z,60.0523,-152.0362,81.5,1.9,ml,,,,0.84,ak,ak15883846,2017-05-03T06:24:26.039Z,"32km NNW of Anchor Point, Alaska",earthquake,,0.9,,,automatic,ak,ak
2017-05-03T06:05:06.766Z,36.6163,-115.9456,11.8,1.1,ml,32,102.32,0.048,0.1413,nn,nn00587815,2017-05-03T16:14:42.807Z,"45km N of Pahrump, Nevada",earthquake,,0.7,0.3,18,reviewed,nn,nn
2017-05-03T06:04:45.990Z,38.8258324,-122.8033371,2.96,0.91,md,16,69,0.005798,0.03,nc,nc72796165,2017-05-03T07:43:01.440Z,"6km W of Cobb, California",earthquake,0.35,0.53,0.23,5,automatic,nc,nc
2017-05-03T05:56:47.681Z,59.8558,-136.6924,0,2.2,ml,,,,0.53,ak,ak15883828,2017-05-03T06:04:47.557Z,"89km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-03T05:50:35.313Z,59.7762,-136.7897,0,1.9,ml,,,,1.12,ak,ak15882874,2017-05-03T05:54:06.248Z,"90km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-03T05:38:53.730Z,36.132,-117.6733333,-0.24,1.22,ml,25,71,0.0605,0.13,ci,ci37638623,2017-05-03T18:17:02.523Z,"47km NNW of Searles Valley, California",earthquake,0.16,0.27,0.106,17,reviewed,ci,ci
2017-05-03T05:36:31.350Z,39.5178,71.3464,10,4.8,mb,,61,0.675,1.46,us,us10008nqk,2017-05-03T05:53:14.040Z,"34km NNW of Karakenja, Tajikistan",earthquake,4.9,1.5,0.078,51,reviewed,us,us
2017-05-03T05:27:49.900Z,62.3267,-149.7581,5.9,1.7,ml,,,,0.92,ak,ak15882866,2017-05-03T05:31:11.595Z,"18km E of Talkeetna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-05-03T05:19:21.420Z,33.4966667,-116.795,4.36,0.58,ml,25,62,0.0838,0.15,ci,ci37638615,2017-05-03T16:54:23.930Z,"8km NE of Aguanga, California",earthquake,0.21,0.47,0.113,19,reviewed,ci,ci
2017-05-03T05:18:35.298Z,59.7617,-136.7006,1,2,ml,,,,0.78,ak,ak15882862,2017-05-03T05:22:45.011Z,"85km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-03T05:15:08.541Z,59.7791,-136.6927,0,1.7,ml,,,,0.98,ak,ak15882860,2017-05-03T05:19:17.954Z,"85km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-03T05:09:52.690Z,-59.7975,-27.4022,122.43,5,mb,,52,8.666,0.71,us,us10008nqa,2017-05-03T05:30:56.040Z,"98km SSW of Bristol Island, South Sandwich Islands",earthquake,11.1,6.8,0.082,48,reviewed,us,us
2017-05-03T05:08:48.720Z,71.1991,-8.563,10,4.8,mb,,54,4.468,0.71,us,us10008nq8,2017-05-03T05:57:14.040Z,"31km N of Olonkinbyen, Svalbard and Jan Mayen",earthquake,3.4,1.9,0.053,110,reviewed,us,us
2017-05-03T05:06:57.292Z,59.728,-136.6993,6.3,1.8,ml,,,,0.89,ak,ak15882853,2017-05-03T05:13:55.831Z,"83km WNW of Skagway, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-03T04:51:22.031Z,59.784,-136.7003,0,2.3,ml,,,,0.52,ak,ak15882828,2017-05-03T04:56:29.040Z,"86km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-03T04:47:13.540Z,39.51,71.4027,10,5.9,mww,,46,0.708,1.08,us,us10008npq,2017-05-03T18:27:10.040Z,"32km NNW of Karakenja, Tajikistan",earthquake,4.7,1.9,,,reviewed,us,us
2017-05-03T04:46:55.590Z,39.533,71.3138,10,4.8,mb,,51,0.648,1.21,us,us10008npr,2017-05-03T12:49:33.628Z,"37km NNW of Karakenja, Tajikistan",earthquake,5,1.9,0.057,94,reviewed,us,us
2017-05-03T04:45:26.732Z,64.8535,-148.695,14.6,1.2,ml,,,,0.5,ak,ak15881873,2017-05-03T04:53:02.085Z,"32km W of Ester, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-03T04:43:52.370Z,-13.7494,167.1747,194.53,4.6,mb,,67,6.989,0.72,us,us10008npp,2017-05-03T05:03:29.040Z,"43km WNW of Sola, Vanuatu",earthquake,10.1,7.6,0.064,73,reviewed,us,us
2017-05-03T04:41:02.670Z,37.0658333,-117.4415,3.84,0.99,ml,10,126,0.09207,0.13,ci,ci37638607,2017-05-03T18:13:46.502Z,"63km WNW of Beatty, Nevada",earthquake,0.33,0.6,0.095,9,reviewed,ci,ci
2017-05-03T04:22:12.360Z,38.8276672,-122.7965012,2.66,0.55,md,13,83,0.01143,0.02,nc,nc72796155,2017-05-03T04:28:02.958Z,"6km W of Cobb, California",earthquake,0.34,0.51,0.25,3,automatic,nc,nc
2017-05-03T04:10:41.479Z,59.7906,-136.7085,0,1.7,ml,,,,0.74,ak,ak15881867,2017-05-03T04:16:21.746Z,"86km WNW of Skagway, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-03T04:07:21.739Z,59.7861,-136.6991,0.9,2,ml,,,,0.49,ak,ak15881864,2017-05-03T04:11:21.584Z,"86km WNW of Skagway, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-03T04:06:25.057Z,65.4865,-149.8716,13.5,1.1,ml,,,,0.93,ak,ak15881863,2017-05-03T04:11:21.806Z,"64km NNE of Manley Hot Springs, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-03T03:55:12.240Z,19.2285004,-155.4111633,33.75,2,md,43,141,0.01571,0.15,hv,hv61727831,2017-05-03T03:58:35.520Z,"7km ENE of Pahala, Hawaii",earthquake,0.6,0.64,0.01,3,automatic,hv,hv
2017-05-03T03:54:24.951Z,59.7969,-136.6359,1.8,1.6,ml,,,,0.78,ak,ak15881860,2017-05-03T04:00:40.862Z,"83km WNW of Skagway, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-05-03T03:45:22.055Z,59.8207,-136.5932,0,2.7,ml,,,,0.63,ak,ak15881856,2017-05-03T03:55:41.132Z,"82km WNW of Skagway, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-03T03:37:50.310Z,34.044,-116.6353333,10.64,0.61,ml,23,87,0.01182,0.11,ci,ci37638591,2017-05-03T18:11:00.136Z,"5km W of Morongo Valley, California",earthquake,0.18,0.28,0.105,9,reviewed,ci,ci
2017-05-03T03:36:22.583Z,59.7187,-136.8301,0.1,2.4,ml,,,,0.72,ak,ak15881853,2017-05-03T03:39:39.370Z,"90km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-03T03:34:36.176Z,59.8267,-136.8219,0,2.4,ml,,,,0.8,ak,ak15881847,2017-05-03T03:39:39.063Z,"94km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-03T03:17:14.555Z,37.0758,-114.841,3.2,0.7,ml,4,140.51,0.371,0.1851,nn,nn00587851,2017-05-03T17:54:34.406Z,"43km SE of Alamo, Nevada",earthquake,,6.6,0.27,3,reviewed,nn,nn
2017-05-03T03:13:02.016Z,59.8965,-136.7219,2.2,2.1,ml,,,,0.67,ak,ak15881842,2017-05-03T03:17:36.829Z,"93km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-03T03:07:00.571Z,61.0803,-152.3943,113.3,1.7,ml,,,,0.38,ak,ak15881838,2017-05-03T03:10:33.118Z,"68km NNE of Redoubt Volcano, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-05-03T03:05:59.969Z,59.7742,-136.6964,0,2.1,ml,,,,0.68,ak,ak15881835,2017-05-03T03:08:49.811Z,"85km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-03T02:59:05.967Z,59.7617,-136.7018,0,2.8,ml,,,,0.75,ak,ak15881828,2017-05-03T03:03:29.452Z,"85km WNW of Skagway, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-03T02:58:38.813Z,37.311,-114.6492,8.6,1.3,ml,8,101.47,0.334,0.1434,nn,nn00587810,2017-05-03T16:27:16.893Z,"35km SSW of Caliente, Nevada",earthquake,,2.4,0.25,6,reviewed,nn,nn
2017-05-03T02:55:07.594Z,59.8073,-136.7326,3.8,1.7,ml,,,,0.43,ak,ak15880877,2017-05-03T03:01:15.086Z,"88km WNW of Skagway, Alaska",earthquake,,0.7,,,automatic,ak,ak
2017-05-03T02:55:00.460Z,33.4836667,-116.7965,3.35,2.08,ml,100,17,0.02351,0.2,ci,ci37638575,2017-05-03T18:08:35.070Z,"7km NE of Aguanga, California",earthquake,0.12,0.34,0.158,26,reviewed,ci,ci
2017-05-03T02:53:40.760Z,34.5026667,-116.238,6.62,1.1,ml,16,90,0.1935,0.12,ci,ci37638583,2017-05-03T17:46:16.190Z,"41km N of Joshua Tree, California",earthquake,0.22,1.06,0.101,14,reviewed,ci,ci
2017-05-03T02:49:27.647Z,59.6977,-136.4214,9,3.2,ml,,,,1.06,ak,ak15880867,2017-05-03T02:55:23.485Z,"68km WNW of Skagway, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-03T02:48:06.350Z,36.0481667,-117.8806667,2.19,1.05,ml,22,93,0.04111,0.11,ci,ci37638567,2017-05-03T17:42:33.893Z,"44km N of Inyokern, California",earthquake,0.16,0.16,0.228,16,reviewed,ci,ci
2017-05-03T02:46:46.570Z,32.9711667,-117.7263333,17.65,1.77,ml,38,157,0.4228,0.17,ci,ci37638559,2017-05-03T17:38:26.867Z,"40km SW of Oceanside, California",earthquake,0.3,0.78,0.168,22,reviewed,ci,ci
2017-05-03T02:40:13.590Z,37.5929985,-121.7149963,4.99,1.49,md,7,135,0.04422,0.06,nc,nc72796140,2017-05-03T05:46:04.126Z,"10km SSE of Livermore, California",earthquake,0.74,1.29,0.18,6,automatic,nc,nc
2017-05-03T02:32:37.403Z,59.8223,-136.822,0,2,ml,,,,0.89,ak,ak15880862,2017-05-03T02:44:22.080Z,"94km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-03T02:23:17.361Z,69.1448,-146.5086,0,1.3,ml,,,,0.93,ak,ak15880860,2017-05-03T02:27:40.606Z,"120km NNW of Arctic Village, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-03T02:06:19.480Z,34.3193333,-81.3173333,5.22,1.64,md,7,103,0.06067,0.28,se,se60037403,2017-05-03T11:56:47.100Z,"17km N of Chapin, South Carolina",earthquake,1.52,1.79,0.079,5,reviewed,se,se
2017-05-03T02:06:03.923Z,59.8893,-136.7153,0,2.5,ml,,,,0.78,ak,ak15880855,2017-05-03T02:09:58.203Z,"92km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-03T02:02:14.990Z,59.7789,-136.6915,0,1.6,ml,,,,0.68,ak,ak15880854,2017-05-03T02:08:14.850Z,"85km WNW of Skagway, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-03T01:58:56.924Z,59.8048,-136.8335,0,3.1,ml,,,,0.59,ak,ak15880850,2017-05-03T02:03:56.653Z,"94km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-03T01:44:33.266Z,63.3677,-151.1559,6.2,0.9,ml,,,,0.64,ak,ak15880844,2017-05-03T01:52:03.624Z,"110km W of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-03T01:40:54.998Z,39.7579,-120.3415,12,-0.1,ml,3,211.81,0.11,0.0352,nn,nn00587823,2017-05-03T13:21:17.295Z,"12km ESE of Portola, California",earthquake,,5.4,0.3,2,reviewed,nn,nn
2017-05-03T01:35:24.350Z,39.3978333,-120.2526667,5.96,2.47,md,19,73,0.06991,0.05,nc,nc72796130,2017-05-03T17:56:02.233Z,"9km NW of Truckee, California",earthquake,0.23,0.93,0.229,33,reviewed,nc,nc
2017-05-03T01:26:38.608Z,59.897,-136.7109,0,2,ml,,,,0.82,ak,ak15880839,2017-05-03T01:30:12.544Z,"92km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-03T01:24:02.260Z,37.2468338,-121.635498,2.98,2.57,md,58,43,0.03238,0.07,nc,nc72796125,2017-05-03T05:06:02.034Z,"13km N of Morgan Hill, California",earthquake,0.14,0.34,0.09,63,automatic,nc,nc
2017-05-03T01:18:05.540Z,38.8301659,-122.8081665,1.75,1.11,md,17,74,0.006923,0.02,nc,nc72796120,2017-05-03T01:29:04.429Z,"7km W of Cobb, California",earthquake,0.27,0.4,0.08,4,automatic,nc,nc
2017-05-03T01:10:04.210Z,38.8301659,-122.8085022,1.83,0.65,md,14,61,0.006872,0.03,nc,nc72796115,2017-05-03T01:19:02.387Z,"7km W of Cobb, California",earthquake,0.3,0.68,0.28,2,automatic,nc,nc
2017-05-03T01:10:01.873Z,51.6773,-178.5108,15.4,2.7,ml,,,,0.24,ak,ak15880831,2017-05-03T02:41:05.682Z,"34km SW of Tanaga Volcano, Alaska",earthquake,,1,,,reviewed,ak,ak
2017-05-03T01:09:48.250Z,38.8296667,-122.8076667,1.98,1.54,md,50,27,0.006539,0.06,nc,nc72796110,2017-05-03T18:10:02.289Z,"7km W of Cobb, California",earthquake,0.14,0.18,0.273,27,reviewed,nc,nc
2017-05-03T01:09:33.611Z,59.8425,-136.6498,1.1,1.9,ml,,,,0.53,ak,ak15880830,2017-05-03T01:17:08.664Z,"86km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-03T01:08:53.045Z,51.7617,-178.4994,8.9,1.8,ml,,,,0.6,ak,ak15880829,2017-05-03T02:46:05.447Z,"28km WSW of Tanaga Volcano, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2017-05-03T00:59:31.510Z,34.2325,-117.495,8.86,1.01,ml,35,51,0.01051,0.13,ci,ci37638535,2017-05-03T17:13:53.570Z,"16km NNW of Fontana, California",earthquake,0.16,0.28,0.167,18,reviewed,ci,ci
2017-05-03T00:59:06.336Z,59.8954,-136.9635,0,2,ml,,,,0.8,ak,ak15880824,2017-05-03T01:06:29.149Z,"100km SSE of Haines Junction, Canada",earthquake,,0.4,,,automatic,ak,ak
2017-05-03T00:56:29.729Z,62.9229,-150.9244,102.2,2,ml,,,,0.47,ak,ak15880820,2017-05-03T01:01:40.255Z,"78km NNW of Talkeetna, Alaska",earthquake,,0.8,,,automatic,ak,ak
2017-05-03T00:54:51.800Z,38.8269997,-122.7956696,2.44,0.65,md,11,128,0.01181,0.04,nc,nc72796105,2017-05-03T01:01:04.332Z,"6km W of Cobb, California",earthquake,0.47,0.87,0.28,2,automatic,nc,nc
2017-05-03T00:42:47.854Z,59.7785,-136.6791,0,2,ml,,,,0.67,ak,ak15880818,2017-05-03T00:48:26.294Z,"84km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-03T00:39:03.541Z,65.0114,-147.3307,10.9,1.1,ml,,,,1.1,ak,ak15880815,2017-05-03T00:44:59.794Z,"25km NNE of Badger, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-03T00:25:59.995Z,59.7881,-136.7106,0,2,ml,,,,0.86,ak,ak15880813,2017-05-03T00:29:21.708Z,"86km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-03T00:25:58.610Z,38.8236656,-122.8563309,2.9,0.19,md,10,160,0.003897,0.02,nc,nc72796100,2017-05-03T00:33:04.258Z,"10km WNW of The Geysers, California",earthquake,0.43,0.57,0.11,2,automatic,nc,nc
2017-05-03T00:12:18.900Z,19.3649998,-155.4878387,8.15,2.13,ml,36,40,0.02974,0.24,hv,hv61727376,2017-05-03T00:17:56.730Z,"17km N of Pahala, Hawaii",earthquake,0.39,0.84,0.31,3,automatic,hv,hv
2017-05-03T00:09:41.895Z,59.7807,-136.3625,4,3,ml,,,,0.81,ak,ak15880807,2017-05-03T00:14:43.833Z,"69km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-03T00:08:17.682Z,59.7856,-136.8176,0,1.9,ml,,,,0.88,ak,ak15880805,2017-05-03T00:11:16.728Z,"92km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T23:57:20.455Z,59.8447,-136.8185,0,1.8,ml,,,,0.86,ak,ak15880802,2017-05-03T00:01:29.853Z,"95km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T23:51:30.020Z,37.5891667,-121.7055,3.62,1.53,md,24,95,0.05246,0.07,nc,nc72796095,2017-05-03T02:17:02.688Z,"11km SSE of Livermore, California",earthquake,0.25,0.46,0.1,20,reviewed,nc,nc
2017-05-02T23:24:00.929Z,59.7747,-136.6773,0,1.9,ml,,,,0.96,ak,ak15879860,2017-05-02T23:29:02.929Z,"84km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T23:23:51.200Z,35.0351667,-117.6758333,-0.82,1.74,ml,20,58,0.1019,0.12,ci,ci37638519,2017-05-03T00:35:31.591Z,"4km NNW of Boron, California",quarry blast,0.29,31.61,0.183,28,reviewed,ci,ci
2017-05-02T23:15:51.870Z,45.8718333,-112.0293333,-2,-0.36,md,4,206,0.111,0.02,mb,mb80207704,2017-05-03T14:46:04.880Z,"5km E of Whitehall, Montana",quarry blast,1.82,31.61,,1,reviewed,mb,mb
2017-05-02T23:13:09.693Z,59.777,-136.7012,0,1.7,ml,,,,0.64,ak,ak15879858,2017-05-02T23:19:47.994Z,"85km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T23:12:17.550Z,33.4918333,-116.7873333,5.2,0.58,ml,22,56,0.08444,0.1,ci,ci37638511,2017-05-03T00:32:33.877Z,"9km NE of Aguanga, California",earthquake,0.16,0.72,0.115,16,reviewed,ci,ci
2017-05-02T23:02:41.937Z,59.7701,-136.6666,0,1.6,ml,,,,0.88,ak,ak15879851,2017-05-02T23:08:21.457Z,"83km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T22:58:40.731Z,59.8462,-136.5664,0,1.4,ml,,,,0.79,ak,ak15879850,2017-05-02T23:02:28.086Z,"82km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T22:56:17.283Z,59.803,-136.6956,0.1,1.4,ml,,,,0.89,ak,ak15879849,2017-05-02T23:00:47.041Z,"86km WNW of Skagway, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-02T22:56:07.380Z,33.0838333,-114.988,-0.15,1.62,ml,6,206,0.1116,0.1,ci,ci37638495,2017-05-03T00:17:32.566Z,"47km NE of Holtville, California",quarry blast,0.71,31.61,0.163,8,reviewed,ci,ci
2017-05-02T22:47:29.890Z,35.3244,26.8438,10.56,4,mb,,116,0.341,0.99,us,us10008nmd,2017-05-02T23:05:57.040Z,"39km WSW of Karpathos, Greece",earthquake,4.5,5.5,0.093,31,reviewed,us,us
2017-05-02T22:46:43.020Z,32.9051667,-116.2645,14.47,0.95,ml,14,93,0.1334,0.13,ci,ci37638479,2017-05-03T00:13:43.394Z,"26km ENE of Pine Valley, California",earthquake,0.31,0.87,0.134,15,reviewed,ci,ci
2017-05-02T22:42:43.260Z,59.8145,-136.5786,0,2.4,ml,,,,0.83,ak,ak15879840,2017-05-02T22:46:59.908Z,"81km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T22:31:08.237Z,63.0519,-149.2585,70.1,1.5,ml,,,,0.68,ak,ak15879838,2017-05-02T22:35:03.568Z,"40km SSW of Cantwell, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-05-02T22:22:28.030Z,59.7759,-136.6597,2.31,3,ml,,114,0.565,0.94,us,us10008nm1,2017-05-02T22:34:42.040Z,"83km WNW of Skagway, Alaska",earthquake,2.8,9.8,0.055,43,reviewed,us,us
2017-05-02T22:18:52.020Z,36.2308333,-89.4733333,5.17,2.41,md,36,36,0.03947,0.15,nm,nm60165817,2017-05-03T12:18:43.261Z,"3km SSE of Ridgely, Tennessee",earthquake,0.17,0.5,0.147,28,reviewed,nm,nm
2017-05-02T22:16:39.940Z,59.82,-136.7795,0,2.5,ml,,,,0.59,ak,ak15879832,2017-05-02T22:20:25.654Z,"91km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T22:16:10.360Z,43.3651667,-123.1426667,-0.57,1.4,ml,4,157,0.07462,0.1,uw,uw61277656,2017-05-02T22:50:42.440Z,"7km NNW of Glide, Oregon",explosion,1.32,31.61,0.09,2,reviewed,uw,uw
2017-05-02T22:14:30.126Z,59.7845,-136.6986,0,1.7,ml,,,,0.62,ak,ak15878894,2017-05-02T22:18:44.580Z,"86km WNW of Skagway, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-02T22:10:34.840Z,19.4056664,-155.2841644,1.51,2.52,md,17,63,0.007034,0.14,hv,hv61727121,2017-05-02T22:13:33.010Z,"5km WSW of Volcano, Hawaii",earthquake,0.17,0.33,0.08,10,automatic,hv,hv
2017-05-02T22:04:09.080Z,45.94,-122.4121667,10.03,0.75,ml,7,145,0.009003,0.13,uw,uw61277651,2017-05-02T22:19:31.640Z,"4km NE of Amboy, Washington",earthquake,0.79,0.9,0.111,5,reviewed,uw,uw
2017-05-02T22:03:03.920Z,33.867,-117.528,-0.66,0.93,ml,10,123,0.08495,0.11,ci,ci37638447,2017-05-02T22:42:31.532Z,"1km SSW of Home Gardens, California",quarry blast,0.37,31.61,0.076,13,reviewed,ci,ci
2017-05-02T22:00:31.410Z,33.9336667,-116.0325,4.92,0.94,ml,13,129,0.07259,0.08,ci,ci37638439,2017-05-02T22:39:30.686Z,"22km S of Twentynine Palms, California",earthquake,0.21,0.32,0.128,5,reviewed,ci,ci
2017-05-02T21:43:34.640Z,46.9658333,-120.3625,-0.56,1.33,ml,8,197,0.2605,0.19,uw,uw61277631,2017-05-02T22:02:19.670Z,"4km ESE of Kittitas, Washington",explosion,1.16,31.61,0.052,5,reviewed,uw,uw
2017-05-02T21:37:23.018Z,50.8943,-178.8727,105.2,2.5,ml,,,,0.03,ak,ak15878883,2017-05-03T01:59:27.645Z,"44km SSE of Amatignak Island, Alaska",earthquake,,12,,,reviewed,ak,ak
2017-05-02T21:31:23.970Z,19.2224998,-155.414505,33.97,2,md,37,144,0.02193,0.14,hv,hv61726941,2017-05-02T21:34:52.490Z,"7km ENE of Pahala, Hawaii",earthquake,0.49,0.55,0.15,9,automatic,hv,hv
2017-05-02T21:30:21.260Z,38.8586655,-122.8083344,-0.6,0.33,md,6,204,0.02918,0.2,nc,nc72796085,2017-05-02T22:54:02.363Z,"8km WNW of Cobb, California",earthquake,1.83,9.21,0.04,2,automatic,nc,nc
2017-05-02T21:30:13.807Z,39.5153,-120.3528,11.6,0.4,ml,9,187.82,0.166,0.1745,nn,nn00587788,2017-05-03T00:42:27.580Z,"25km NW of Truckee, California",earthquake,,3.7,0.41,3,reviewed,nn,nn
2017-05-02T21:29:47.150Z,19.560667,-155.1768341,10.31,2.22,ml,9,208,0.1804,0.38,hv,hv61726936,2017-05-02T21:35:28.050Z,"7km W of Mountain View, Hawaii",earthquake,3.56,13.62,0.2,14,automatic,hv,hv
