country,latitude,longitude,year,KILL,POLPRIS,TORT,ASSN,FORMOV,DOMMOV,SPEECH,ELECSD,RELFRE,WORKER
"Congo, Republic of",-0.228021,15.827659,1993,0,0,0,1,2,2,0,1,2,1
"Congo, Republic of",-0.228021,15.827659,1994,0,2,0,1,2,1,1,2,2,2
"Congo, Republic of",-0.228021,15.827659,1995,1,1,0,2,2,1,1,2,2,2
"Congo, Republic of",-0.228021,15.827659,1996,1,1,0,1,2,1,0,0,2,1
"Congo, Republic of",-0.228021,15.827659,1997,0,0,0,1,2,1,1,0,2,1
"Congo, Republic of",-0.228021,15.827659,1998,0,1,1,1,1,0,1,0,2,1
"Congo, Republic of",-0.228021,15.827659,1999,0,0,0,1,1,0,1,0,2,1
"Congo, Republic of",-0.228021,15.827659,2000,1,0,1,2,2,1,1,0,2,2
"Congo, Republic of",-0.228021,15.827659,2001,1,0,1,2,1,1,1,0,2,1
"Congo, Republic of",-0.228021,15.827659,2002,0,1,0,2,2,1,1,2,2,1
"Congo, Republic of",-0.228021,15.827659,2003,1,2,1,1,2,1,1,1,2,1
"Congo, Republic of",-0.228021,15.827659,2004,1,2,1,1,1,1,0,1,2,1
"Congo, Republic of",-0.228021,15.827659,2005,1,1,0,2,1,1,1,1,2,1
"Congo, Republic of",-0.228021,15.827659,2006,1,1,0,2,1,1,1,1,2,1
"Congo, Republic of",-0.228021,15.827659,2007,1,1,0,2,0,1,0,1,2,1
"Congo, Republic of",-0.228021,15.827659,2008,1,1,0,2,2,0,1,1,2,1
"Congo, Republic of",-0.228021,15.827659,2009,2,1,2,1,2,0,0,1,2,1
"Congo, Republic of",-0.228021,15.827659,2010,1,1,1,2,2,1,1,1,2,1
"Congo, Republic of",-0.228021,15.827659,2011,1,1,0,1,2,2,1,1,2,1
Costa Rica,9.748917,-83.753428,1981,2,2,2,2,2,2,2,1,2,1
Costa Rica,9.748917,-83.753428,1982,2,2,2,2,2,2,2,2,2,2
Costa Rica,9.748917,-83.753428,1983,2,2,2,2,2,2,2,2,2,2
Costa Rica,9.748917,-83.753428,1984,2,1,2,2,2,2,2,1,2,1
Costa Rica,9.748917,-83.753428,1985,2,2,2,2,2,2,2,2,2,2
Costa Rica,9.748917,-83.753428,1986,2,2,2,2,2,2,2,2,2,2
Costa Rica,9.748917,-83.753428,1987,2,2,2,2,2,2,2,1,2,1
Costa Rica,9.748917,-83.753428,1988,2,2,2,2,2,2,2,2,2,2
Costa Rica,9.748917,-83.753428,1989,2,2,2,2,2,2,2,2,2,2
Costa Rica,9.748917,-83.753428,1990,2,2,2,2,2,2,2,1,1,1
Costa Rica,9.748917,-83.753428,1991,2,2,2,2,2,2,1,2,2,1
Costa Rica,9.748917,-83.753428,1992,1,1,1,2,2,2,2,2,1,0
Costa Rica,9.748917,-83.753428,1993,2,2,2,2,2,2,1,2,1,1
Costa Rica,9.748917,-83.753428,1994,2,2,1,2,2,2,1,2,1,1
Costa Rica,9.748917,-83.753428,1995,2,2,1,2,2,2,2,2,2,1
Costa Rica,9.748917,-83.753428,1996,2,2,1,2,2,2,2,2,2,1
Costa Rica,9.748917,-83.753428,1997,2,2,1,2,2,2,2,2,2,1
Costa Rica,9.748917,-83.753428,1998,2,2,1,2,2,2,2,2,2,1
Costa Rica,9.748917,-83.753428,1999,2,2,1,2,2,2,2,2,2,1
Costa Rica,9.748917,-83.753428,2000,2,1,1,2,2,2,2,2,2,2
Costa Rica,9.748917,-83.753428,2001,2,2,1,2,2,2,2,2,2,1
Costa Rica,9.748917,-83.753428,2002,2,2,1,2,2,2,2,2,2,1
Costa Rica,9.748917,-83.753428,2003,2,2,1,2,2,2,1,2,2,1
Costa Rica,9.748917,-83.753428,2004,2,2,1,2,2,2,1,2,2,1
Costa Rica,9.748917,-83.753428,2005,2,2,1,2,2,2,1,2,2,1
Costa Rica,9.748917,-83.753428,2006,2,2,1,2,2,2,1,2,2,1
Costa Rica,9.748917,-83.753428,2007,1,2,1,2,1,2,2,2,1,2
Costa Rica,9.748917,-83.753428,2008,2,2,1,2,1,2,1,2,2,0
Costa Rica,9.748917,-83.753428,2009,2,2,1,2,1,2,2,2,2,0
Costa Rica,9.748917,-83.753428,2010,2,2,1,2,1,2,2,2,2,1
Costa Rica,9.748917,-83.753428,2011,1,2,1,2,1,2,2,2,1,1
Cote d'Ivoire,7.539989,-5.54708,1981,2,2,2,1,2,2,1,1,2,0
Cote d'Ivoire,7.539989,-5.54708,1982,2,2,2,1,2,2,1,0,2,0
Cote d'Ivoire,7.539989,-5.54708,1983,2,2,1,1,2,2,1,0,2,0
Cote d'Ivoire,7.539989,-5.54708,1984,2,2,2,1,2,1,1,1,2,0
Cote d'Ivoire,7.539989,-5.54708,1985,2,2,2,1,2,1,1,0,2,0
Cote d'Ivoire,7.539989,-5.54708,1986,2,2,2,1,2,1,1,0,2,0
Cote d'Ivoire,7.539989,-5.54708,1987,2,1,2,1,2,1,1,0,2,0
Cote d'Ivoire,7.539989,-5.54708,1988,2,1,2,0,2,1,1,0,2,0
Cote d'Ivoire,7.539989,-5.54708,1989,2,1,2,1,2,0,1,0,2,0
Cote d'Ivoire,7.539989,-5.54708,1990,2,0,1,1,2,0,1,1,2,0
Cote d'Ivoire,7.539989,-5.54708,1991,1,1,1,1,1,0,1,1,2,1
Cote d'Ivoire,7.539989,-5.54708,1992,1,0,0,1,2,1,1,1,2,1
Cote d'Ivoire,7.539989,-5.54708,1993,1,0,1,1,1,0,1,1,2,0
Cote d'Ivoire,7.539989,-5.54708,1994,1,0,1,1,2,0,1,1,0,1
Cote d'Ivoire,7.539989,-5.54708,1995,0,0,0,1,1,0,1,1,1,1
Cote d'Ivoire,7.539989,-5.54708,1996,1,0,1,0,1,1,1,1,2,0
Cote d'Ivoire,7.539989,-5.54708,1997,1,1,1,1,2,1,1,1,1,0
Cote d'Ivoire,7.539989,-5.54708,1998,1,0,0,1,2,1,0,1,2,1
Cote d'Ivoire,7.539989,-5.54708,1999,0,0,1,1,1,0,1,1,1,0
Cote d'Ivoire,7.539989,-5.54708,2000,0,0,0,1,1,0,1,1,1,1
Cote d'Ivoire,7.539989,-5.54708,2001,0,1,0,1,1,0,1,1,1,1
Cote d'Ivoire,7.539989,-5.54708,2002,0,1,1,1,1,0,1,1,0,1
Cote d'Ivoire,7.539989,-5.54708,2003,0,1,0,0,2,0,1,0,0,1
Cote d'Ivoire,7.539989,-5.54708,2004,0,1,0,1,1,0,0,1,2,1
Cote d'Ivoire,7.539989,-5.54708,2005,0,1,0,1,1,0,0,1,1,1
Cote d'Ivoire,7.539989,-5.54708,2006,0,1,0,1,0,0,0,1,2,0
Cote d'Ivoire,7.539989,-5.54708,2007,0,1,0,1,0,2,0,1,1,1
Cote d'Ivoire,7.539989,-5.54708,2008,1,1,0,0,0,2,0,0,1,1
Cote d'Ivoire,7.539989,-5.54708,2009,1,1,0,0,0,2,0,0,1,1
Cote d'Ivoire,7.539989,-5.54708,2010,0,1,0,0,0,2,0,0,2,1
Cote d'Ivoire,7.539989,-5.54708,2011,0,1,0,0,0,1,0,0,2,1
Croatia,45.1,15.2,1981,,,,,,,,,,
Croatia,45.1,15.2,1982,,,,,,,,,,
Croatia,45.1,15.2,1983,,,,,,,,,,
Croatia,45.1,15.2,1984,,,,,,,,,,
Croatia,45.1,15.2,1985,,,,,,,,,,
Croatia,45.1,15.2,1986,,,,,,,,,,
Croatia,45.1,15.2,1987,,,,,,,,,,
Croatia,45.1,15.2,1988,,,,,,,,,,
Croatia,45.1,15.2,1989,,,,,,,,,,
Croatia,45.1,15.2,1990,,,,,,,,,,
Croatia,45.1,15.2,1991,,,,,,,,,,
Croatia,45.1,15.2,1992,0,1,1,1,1,2,0,1,1,1
Croatia,45.1,15.2,1993,1,0,0,2,1,2,1,1,2,1
Croatia,45.1,15.2,1994,1,1,1,2,1,1,1,2,1,1
Croatia,45.1,15.2,1995,0,0,1,1,1,1,1,1,1,1
Croatia,45.1,15.2,1996,1,2,2,2,1,1,1,1,1,1
Croatia,45.1,15.2,1997,2,2,2,1,1,1,1,1,1,1
Croatia,45.1,15.2,1998,1,1,1,1,1,1,0,1,1,1
Croatia,45.1,15.2,1999,2,2,1,1,1,1,1,1,1,1
Croatia,45.1,15.2,2000,2,2,1,2,1,1,1,1,1,1
Croatia,45.1,15.2,2001,2,1,1,2,2,1,1,2,1,1
Croatia,45.1,15.2,2002,2,1,2,2,2,1,2,2,1,1
Croatia,45.1,15.2,2003,2,2,1,1,2,1,2,1,1,1
Croatia,45.1,15.2,2004,2,2,1,2,2,1,1,2,1,1
Croatia,45.1,15.2,2005,2,2,1,1,2,2,1,1,1,1
Croatia,45.1,15.2,2006,2,2,2,1,2,2,1,1,2,1
Croatia,45.1,15.2,2007,2,2,2,1,2,2,1,2,2,2
Croatia,45.1,15.2,2008,2,0,2,1,2,2,1,2,2,1
Croatia,45.1,15.2,2009,2,0,2,1,2,2,1,2,2,1
Croatia,45.1,15.2,2010,2,0,1,1,2,1,1,1,1,1
Croatia,45.1,15.2,2011,2,2,2,1,2,2,1,2,2,1
Cuba,21.521757,-77.781167,1981,2,0,1,0,0,2,0,0,1,0
Cuba,21.521757,-77.781167,1982,1,0,0,0,0,2,0,0,1,0
Cuba,21.521757,-77.781167,1983,1,0,0,0,0,2,0,0,0,0
Cuba,21.521757,-77.781167,1984,1,0,0,0,0,2,0,0,0,0
Cuba,21.521757,-77.781167,1985,1,1,0,0,0,2,0,0,0,0
Cuba,21.521757,-77.781167,1986,0,0,0,0,0,2,0,0,0,0
Cuba,21.521757,-77.781167,1987,1,0,0,0,0,2,0,0,0,0
Cuba,21.521757,-77.781167,1988,2,0,0,0,0,2,0,0,0,0
Cuba,21.521757,-77.781167,1989,1,0,0,0,0,2,0,0,0,0
Cuba,21.521757,-77.781167,1990,1,0,0,0,0,2,0,0,1,0
Cuba,21.521757,-77.781167,1991,2,0,0,0,0,2,0,0,0,0
Cuba,21.521757,-77.781167,1992,1,0,0,0,0,2,0,0,0,0
Cuba,21.521757,-77.781167,1993,1,0,0,0,1,1,0,0,0,0
Cuba,21.521757,-77.781167,1994,1,0,0,0,1,1,0,0,0,0
Cuba,21.521757,-77.781167,1995,1,0,0,0,1,1,0,0,0,0
Cuba,21.521757,-77.781167,1996,1,0,0,0,1,1,0,0,0,0
Cuba,21.521757,-77.781167,1997,2,0,0,0,1,1,0,0,0,0
Cuba,21.521757,-77.781167,1998,1,0,0,0,1,1,0,0,0,0
Cuba,21.521757,-77.781167,1999,2,0,0,0,1,1,0,0,0,0
Cuba,21.521757,-77.781167,2000,1,0,1,0,1,1,0,0,0,0
Cuba,21.521757,-77.781167,2001,2,0,1,0,1,1,0,0,0,0
Cuba,21.521757,-77.781167,2002,2,0,0,0,1,1,0,0,0,0
Cuba,21.521757,-77.781167,2003,2,0,0,0,1,1,0,0,0,0
Cuba,21.521757,-77.781167,2004,2,0,0,0,1,1,0,0,0,0
Cuba,21.521757,-77.781167,2005,2,0,0,0,0,0,0,0,0,0
Cuba,21.521757,-77.781167,2006,2,0,0,0,0,0,0,0,0,0
Cuba,21.521757,-77.781167,2007,1,0,0,0,0,0,0,0,0,0
Cuba,21.521757,-77.781167,2008,2,0,0,0,0,0,0,0,0,0
Cuba,21.521757,-77.781167,2009,2,0,0,0,0,0,0,0,0,0
Cuba,21.521757,-77.781167,2010,2,0,0,0,0,0,0,0,0,0
Cuba,21.521757,-77.781167,2011,2,0,0,0,0,0,0,0,0,0
Cyprus,35.126413,33.429859,1981,2,2,2,2,1,2,1,2,2,1
Cyprus,35.126413,33.429859,1982,2,2,2,2,1,1,2,2,2,2
Cyprus,35.126413,33.429859,1983,2,2,2,2,0,1,2,2,2,2
Cyprus,35.126413,33.429859,1984,1,2,2,2,1,1,1,1,2,2
Cyprus,35.126413,33.429859,1985,2,2,2,2,1,0,2,2,1,2
Cyprus,35.126413,33.429859,1986,2,2,2,2,1,1,2,2,1,2
Cyprus,35.126413,33.429859,1987,2,2,2,2,1,1,1,1,2,2
Cyprus,35.126413,33.429859,1988,2,2,2,2,1,1,2,2,2,2
Cyprus,35.126413,33.429859,1989,2,2,2,2,1,2,2,2,2,2
Cyprus,35.126413,33.429859,1990,2,2,2,2,1,0,1,1,2,2
Cyprus,35.126413,33.429859,1991,2,1,1,2,1,0,2,2,2,2
Cyprus,35.126413,33.429859,1992,2,2,1,2,0,0,2,1,2,1
Cyprus,35.126413,33.429859,1993,2,1,1,2,1,0,2,1,0,2
Cyprus,35.126413,33.429859,1994,2,1,1,2,0,0,2,1,1,1
Cyprus,35.126413,33.429859,1995,2,1,1,2,0,0,2,1,1,1
Cyprus,35.126413,33.429859,1996,1,2,2,2,2,0,2,2,2,1
Cyprus,35.126413,33.429859,1997,2,2,1,2,1,1,2,2,1,1
Cyprus,35.126413,33.429859,1998,2,2,1,2,2,0,2,2,2,1
Cyprus,35.126413,33.429859,1999,2,2,1,2,1,0,2,2,2,1
Cyprus,35.126413,33.429859,2000,2,2,1,2,1,0,2,2,2,1
Cyprus,35.126413,33.429859,2001,2,2,1,2,1,0,2,2,2,1
Cyprus,35.126413,33.429859,2002,2,2,1,2,1,0,2,2,2,1
Cyprus,35.126413,33.429859,2003,2,2,1,1,1,2,1,2,1,1
Cyprus,35.126413,33.429859,2004,2,2,1,2,1,0,2,2,2,1
Cyprus,35.126413,33.429859,2005,2,2,1,2,2,2,2,2,2,1
Cyprus,35.126413,33.429859,2006,2,2,1,2,2,0,2,2,2,1
Cyprus,35.126413,33.429859,2007,2,2,1,2,2,2,2,1,2,1
Cyprus,35.126413,33.429859,2008,2,2,1,2,2,2,2,0,1,1
Cyprus,35.126413,33.429859,2009,2,2,1,2,2,2,2,2,1,1
Cyprus,35.126413,33.429859,2010,2,2,1,2,2,2,2,2,1,1
Cyprus,35.126413,33.429859,2011,2,2,1,2,2,2,2,2,0,1
Czech Republic,49.817492,15.472962,1981,,,,,,,,,,
Czech Republic,49.817492,15.472962,1982,,,,,,,,,,
Czech Republic,49.817492,15.472962,1983,,,,,,,,,,
Czech Republic,49.817492,15.472962,1984,,,,,,,,,,
Czech Republic,49.817492,15.472962,1985,,,,,,,,,,
Czech Republic,49.817492,15.472962,1986,,,,,,,,,,
Czech Republic,49.817492,15.472962,1987,,,,,,,,,,
Czech Republic,49.817492,15.472962,1988,,,,,,,,,,
Czech Republic,49.817492,15.472962,1989,,,,,,,,,,
Czech Republic,49.817492,15.472962,1990,,,,,,,,,,
Czech Republic,49.817492,15.472962,1991,,,,,,,,,,
Czech Republic,49.817492,15.472962,1992,,,,,,,,,,
Czech Republic,49.817492,15.472962,1993,2,2,2,2,2,2,2,2,2,1
Czech Republic,49.817492,15.472962,1994,1,2,1,2,2,2,1,2,2,1
Czech Republic,49.817492,15.472962,1995,1,1,1,2,2,2,1,2,2,1
Czech Republic,49.817492,15.472962,1996,2,2,2,1,2,2,1,2,2,2
Czech Republic,49.817492,15.472962,1997,2,2,2,1,2,2,1,2,1,2
Czech Republic,49.817492,15.472962,1998,2,2,1,1,2,2,1,2,2,1
Czech Republic,49.817492,15.472962,1999,2,2,2,2,2,2,1,2,2,2
Czech Republic,49.817492,15.472962,2000,2,2,1,1,2,2,1,2,2,1
Czech Republic,49.817492,15.472962,2001,2,2,2,1,1,2,1,2,2,2
Czech Republic,49.817492,15.472962,2002,2,2,2,1,2,2,1,2,1,1
Czech Republic,49.817492,15.472962,2003,2,2,1,2,2,2,1,2,2,1
Czech Republic,49.817492,15.472962,2004,1,2,1,2,2,2,1,2,1,1
Czech Republic,49.817492,15.472962,2005,2,2,1,1,2,2,1,2,1,1
Czech Republic,49.817492,15.472962,2006,2,2,1,1,2,2,1,2,1,1
Czech Republic,49.817492,15.472962,2007,2,2,1,1,2,2,1,2,2,2
Czech Republic,49.817492,15.472962,2008,2,2,1,1,2,2,1,2,2,1
Czech Republic,49.817492,15.472962,2009,2,2,1,1,2,2,1,2,2,1
Czech Republic,49.817492,15.472962,2010,2,2,2,1,2,2,1,2,2,1
Czech Republic,49.817492,15.472962,2011,2,2,2,1,2,2,1,2,2,1
Czechoslovakia,,,1981,1,0,0,0,0,2,0,0,1,0
Czechoslovakia,,,1982,2,0,1,0,0,2,0,0,0,0
Czechoslovakia,,,1983,2,0,1,0,0,2,0,0,0,0
Czechoslovakia,,,1984,1,0,2,0,0,1,0,0,0,0
Czechoslovakia,,,1985,2,1,1,0,0,1,0,0,0,0
Czechoslovakia,,,1986,1,1,1,0,0,1,0,0,0,0
Czechoslovakia,,,1987,1,1,2,0,0,1,0,0,0,0
Czechoslovakia,,,1988,2,0,1,0,0,1,0,0,0,0
Czechoslovakia,,,1989,2,1,1,2,0,1,0,0,0,0
Czechoslovakia,,,1990,2,2,2,2,2,2,1,2,1,1
Czechoslovakia,,,1991,2,2,2,2,2,2,2,2,2,1
Czechoslovakia,,,1992,2,2,2,2,2,2,1,2,2,1
Czechoslovakia,,,1993,,,,,,,,,,
Czechoslovakia,,,1994,,,,,,,,,,
Czechoslovakia,,,1995,,,,,,,,,,
Czechoslovakia,,,1996,,,,,,,,,,
Czechoslovakia,,,1997,,,,,,,,,,
Czechoslovakia,,,1998,,,,,,,,,,
Czechoslovakia,,,1999,,,,,,,,,,
Czechoslovakia,,,2000,,,,,,,,,,
Czechoslovakia,,,2001,,,,,,,,,,
Czechoslovakia,,,2002,,,,,,,,,,
Czechoslovakia,,,2003,,,,,,,,,,
Czechoslovakia,,,2004,,,,,,,,,,
Czechoslovakia,,,2005,,,,,,,,,,
Czechoslovakia,,,2006,,,,,,,,,,
Czechoslovakia,,,2007,,,,,,,,,,
Czechoslovakia,,,2008,,,,,,,,,,
Czechoslovakia,,,2009,,,,,,,,,,
Czechoslovakia,,,2010,,,,,,,,,,
Czechoslovakia,,,2011,,,,,,,,,,
Denmark,56.26392,9.501785,1981,2,2,2,2,2,2,2,2,2,2
Denmark,56.26392,9.501785,1982,2,2,2,2,2,2,2,2,2,2
Denmark,56.26392,9.501785,1983,2,2,2,2,2,2,2,2,2,2
Denmark,56.26392,9.501785,1984,2,2,2,2,2,2,2,2,2,2
Denmark,56.26392,9.501785,1985,2,2,2,2,2,2,2,2,2,2
Denmark,56.26392,9.501785,1986,2,2,2,2,2,2,2,2,2,2
Denmark,56.26392,9.501785,1987,2,2,2,2,2,2,2,2,2,2
Denmark,56.26392,9.501785,1988,2,2,2,2,2,2,2,2,2,2
Denmark,56.26392,9.501785,1989,2,2,2,2,2,2,2,2,2,2
Denmark,56.26392,9.501785,1990,2,2,2,2,2,2,1,2,2,2
Denmark,56.26392,9.501785,1991,2,2,2,2,2,2,2,2,2,2
Denmark,56.26392,9.501785,1992,2,2,2,2,2,2,2,2,2,2
Denmark,56.26392,9.501785,1993,2,2,2,2,2,2,2,2,2,2
Denmark,56.26392,9.501785,1994,2,2,2,2,2,2,2,2,2,1
Denmark,56.26392,9.501785,1995,2,2,2,2,2,2,2,2,2,2
Denmark,56.26392,9.501785,1996,2,2,2,2,2,2,2,2,2,2
Denmark,56.26392,9.501785,1997,2,2,2,2,2,2,2,2,2,2
Denmark,56.26392,9.501785,1998,2,2,2,2,2,2,2,2,2,2
Denmark,56.26392,9.501785,1999,2,2,2,2,2,2,2,2,2,2
Denmark,56.26392,9.501785,2000,2,2,1,2,2,2,2,2,2,2
Denmark,56.26392,9.501785,2001,2,2,2,2,2,2,2,2,2,2
Denmark,56.26392,9.501785,2002,2,2,2,2,2,2,2,2,2,2
Denmark,56.26392,9.501785,2003,2,2,2,2,2,2,2,2,2,2
Denmark,56.26392,9.501785,2004,2,2,2,2,2,2,2,2,2,2
Denmark,56.26392,9.501785,2005,2,2,2,2,2,2,2,2,1,2
Denmark,56.26392,9.501785,2006,2,2,2,2,2,2,2,2,2,2
Denmark,56.26392,9.501785,2007,2,0,2,2,2,2,1,2,2,1
Denmark,56.26392,9.501785,2008,2,2,2,2,2,2,1,2,2,1
Denmark,56.26392,9.501785,2009,2,2,1,2,2,2,1,2,2,1
Denmark,56.26392,9.501785,2010,2,2,2,2,2,2,1,2,2,2
Denmark,56.26392,9.501785,2011,2,2,2,2,2,2,1,2,2,1
Djibouti,11.825138,42.590275,1981,,,,,2,2,,,2,
Djibouti,11.825138,42.590275,1982,,,,,2,2,,,2,
Djibouti,11.825138,42.590275,1983,,,,,2,2,,,2,
Djibouti,11.825138,42.590275,1984,,,,,2,2,,,2,
Djibouti,11.825138,42.590275,1985,,,,,2,2,,,2,
Djibouti,11.825138,42.590275,1986,,,,,2,2,,,2,
Djibouti,11.825138,42.590275,1987,,,,,2,2,,,2,
Djibouti,11.825138,42.590275,1988,,,,,1,2,,,2,
Djibouti,11.825138,42.590275,1989,,,,,1,2,,,1,
Djibouti,11.825138,42.590275,1990,,,,,1,2,,,2,
Djibouti,11.825138,42.590275,1991,,,,,1,2,,,2,
Djibouti,11.825138,42.590275,1992,,,,,1,0,,,2,
Djibouti,11.825138,42.590275,1993,,,,,1,0,,,2,
Djibouti,11.825138,42.590275,1994,,,,,1,1,,,2,
Djibouti,11.825138,42.590275,1995,,,,,1,1,,,1,
Djibouti,11.825138,42.590275,1996,,,,,1,2,,,2,
Djibouti,11.825138,42.590275,1997,,,,,1,1,,,1,
Djibouti,11.825138,42.590275,1998,,,,,1,1,,,1,
Djibouti,11.825138,42.590275,1999,,,,,1,0,,,1,
Djibouti,11.825138,42.590275,2000,,,,,0,0,,,1,
Djibouti,11.825138,42.590275,2001,1,2,1,0,0,0,1,1,1,0
Djibouti,11.825138,42.590275,2002,,,,,0,0,,,2,
Djibouti,11.825138,42.590275,2003,1,1,0,0,2,2,1,1,1,0
Djibouti,11.825138,42.590275,2004,1,1,1,0,1,2,1,1,1,0
Djibouti,11.825138,42.590275,2005,1,1,1,1,1,1,1,1,1,0
Djibouti,11.825138,42.590275,2006,2,1,1,1,1,2,1,1,2,0
Djibouti,11.825138,42.590275,2007,2,1,1,1,2,2,0,1,2,0
Djibouti,11.825138,42.590275,2008,2,2,1,0,2,2,0,1,2,0
Djibouti,11.825138,42.590275,2009,2,1,1,0,2,2,0,1,2,0
Djibouti,11.825138,42.590275,2010,2,2,1,0,2,2,0,2,2,0
Djibouti,11.825138,42.590275,2011,1,0,1,0,2,2,0,0,2,0
Dominica,15.414999,-61.370976,1981,,,,,2,2,,,2,
Dominica,15.414999,-61.370976,1982,,,,,2,2,,,1,
Dominica,15.414999,-61.370976,1983,,,,,2,2,,,1,
Dominica,15.414999,-61.370976,1984,,,,,2,2,,,2,
Dominica,15.414999,-61.370976,1985,,,,,2,2,,,0,
Dominica,15.414999,-61.370976,1986,,,,,2,2,,,2,
Dominica,15.414999,-61.370976,1987,,,,,2,2,,,2,
Dominica,15.414999,-61.370976,1988,,,,,2,2,,,2,
Dominica,15.414999,-61.370976,1989,,,,,2,2,,,2,
Dominica,15.414999,-61.370976,1990,,,,,2,2,,,2,
Dominica,15.414999,-61.370976,1991,,,,,2,2,,,1,
Dominica,15.414999,-61.370976,1992,,,,,2,2,,,2,
Dominica,15.414999,-61.370976,1993,,,,,2,2,,,2,
Dominica,15.414999,-61.370976,1994,,,,,2,2,,,2,
Dominica,15.414999,-61.370976,1995,,,,,2,2,,,2,
Dominica,15.414999,-61.370976,1996,,,,,2,2,,,2,
Dominica,15.414999,-61.370976,1997,,,,,2,2,,,2,
Dominica,15.414999,-61.370976,1998,,,,,2,2,,,2,
Dominica,15.414999,-61.370976,1999,,,,,2,2,,,2,
Dominica,15.414999,-61.370976,2000,,,,,2,2,,,2,
Dominica,15.414999,-61.370976,2001,2,2,1,2,2,2,2,2,2,1
Dominica,15.414999,-61.370976,2002,,,,,2,2,,,2,
Dominica,15.414999,-61.370976,2003,2,2,1,2,2,2,2,2,2,1
Dominica,15.414999,-61.370976,2004,2,2,1,2,2,2,2,2,2,1
Dominica,15.414999,-61.370976,2005,1,2,1,2,2,2,2,2,1,1
Dominica,15.414999,-61.370976,2006,2,2,1,2,2,2,2,2,2,1
Dominica,15.414999,-61.370976,2007,1,2,1,2,2,2,2,2,2,2
Dominica,15.414999,-61.370976,2008,2,2,1,2,2,2,2,1,2,1
Dominica,15.414999,-61.370976,2009,2,2,1,2,2,2,2,1,2,1
Dominica,15.414999,-61.370976,2010,2,2,2,2,2,2,2,2,2,1
Dominica,15.414999,-61.370976,2011,2,2,2,2,2,2,2,2,2,1
Dominican Republic,18.735693,-70.162651,1981,2,1,2,2,1,2,2,2,2,1
Dominican Republic,18.735693,-70.162651,1982,1,2,1,2,1,2,2,2,2,1
Dominican Republic,18.735693,-70.162651,1983,2,2,1,2,1,2,2,2,2,1
Dominican Republic,18.735693,-70.162651,1984,2,1,1,2,1,2,2,2,2,1
Dominican Republic,18.735693,-70.162651,1985,2,2,1,2,2,2,2,2,2,2
Dominican Republic,18.735693,-70.162651,1986,1,2,1,2,2,2,2,2,2,1
Dominican Republic,18.735693,-70.162651,1987,2,1,1,2,2,2,2,2,2,1
Dominican Republic,18.735693,-70.162651,1988,2,2,2,2,2,2,2,2,2,1
Dominican Republic,18.735693,-70.162651,1989,2,2,1,2,2,2,2,2,2,1
Dominican Republic,18.735693,-70.162651,1990,1,1,1,1,2,2,1,2,2,1
Dominican Republic,18.735693,-70.162651,1991,1,1,1,1,1,2,2,2,2,1
Dominican Republic,18.735693,-70.162651,1992,1,1,0,2,2,2,1,2,2,1
Dominican Republic,18.735693,-70.162651,1993,1,1,1,2,2,2,2,2,2,1
Dominican Republic,18.735693,-70.162651,1994,1,0,0,1,1,2,1,1,2,1
Dominican Republic,18.735693,-70.162651,1995,1,0,1,2,2,2,2,2,2,1
Dominican Republic,18.735693,-70.162651,1996,0,1,1,2,2,2,2,2,2,1
Dominican Republic,18.735693,-70.162651,1997,0,1,1,2,2,2,2,2,2,1
Dominican Republic,18.735693,-70.162651,1998,0,0,0,2,2,2,2,2,1,1
Dominican Republic,18.735693,-70.162651,1999,0,2,0,1,1,2,1,1,1,2
Dominican Republic,18.735693,-70.162651,2000,0,2,0,1,2,2,2,2,1,1
Dominican Republic,18.735693,-70.162651,2001,0,2,0,1,1,2,2,2,1,1
Dominican Republic,18.735693,-70.162651,2002,0,2,1,1,2,2,2,2,1,1
Dominican Republic,18.735693,-70.162651,2003,0,2,0,1,2,2,1,2,1,1
Dominican Republic,18.735693,-70.162651,2004,0,2,0,1,1,1,1,2,1,1
Dominican Republic,18.735693,-70.162651,2005,0,2,0,1,1,1,1,2,1,1
Dominican Republic,18.735693,-70.162651,2006,0,1,0,1,1,1,2,2,1,1
Dominican Republic,18.735693,-70.162651,2007,0,2,0,2,1,1,2,2,2,1
Dominican Republic,18.735693,-70.162651,2008,0,2,0,0,1,1,1,2,2,0
Dominican Republic,18.735693,-70.162651,2009,0,2,0,0,1,1,1,2,2,1
Dominican Republic,18.735693,-70.162651,2010,0,2,0,1,1,1,1,2,2,1
Dominican Republic,18.735693,-70.162651,2011,0,2,0,0,1,1,1,2,2,0
East Timor,-8.874217,125.727539,1981,,,,,,,,,,
East Timor,-8.874217,125.727539,1982,,,,,,,,,,
East Timor,-8.874217,125.727539,1983,,,,,,,,,,
East Timor,-8.874217,125.727539,1984,,,,,,,,,,
East Timor,-8.874217,125.727539,1985,,,,,,,,,,
East Timor,-8.874217,125.727539,1986,,,,,,,,,,
East Timor,-8.874217,125.727539,1987,,,,,,,,,,
East Timor,-8.874217,125.727539,1988,,,,,,,,,,
East Timor,-8.874217,125.727539,1989,,,,,,,,,,
East Timor,-8.874217,125.727539,1990,,,,,,,,,,
East Timor,-8.874217,125.727539,1991,,,,,,,,,,
East Timor,-8.874217,125.727539,1992,,,,,,,,,,
East Timor,-8.874217,125.727539,1993,,,,,,,,,,
East Timor,-8.874217,125.727539,1994,,,,,,,,,,
